기업명,RIM기업가치,매출액증가율,순이익증가율,유동비율,순운전자본비율,부채비율,자기자본비율,매출총이익률,ROA,ROI,총자산회전율,시가총액
화신,3194.145859085291,0.1391985260248733,-1.4501845018450183,1.012749445676275,0.007923748277446,2.0190707350901524,0.3311897106109325,0.1407083939835031,0.0277905374368396,0.028020211299954,1.420073495636197,4232.221082848102
세방전지,10765.312731767615,0.0791826309067688,0.2773613193403298,2.2516206482593035,0.3094870577060081,0.3897689768976897,0.7195440512942294,0.1546597633136094,0.0591902161006886,0.050581809546426,0.8026597007836619,7401.037974683543
삼기,-1553.028430160692,0.3913403199117485,0.6351351351351351,0.7840283241542093,-0.1052934407364787,2.470705725699068,0.2880705792098197,0.0895936570862239,-0.0078634445723053,-0.0232067510548523,0.9675872650556196,1281.9442919240507
HL홀딩스,14003.406674907292,0.4150584397934221,1.4081632653061225,0.910273579491104,-0.0204357298474945,1.2621981271562346,0.4420479302832244,0.217249327698809,0.060958605664488,0.0462745098039215,0.453681917211329,3292.6361225949363
피에이치에이,4869.443757725587,-0.0226530397218417,3.759493670886076,1.9260780287474333,0.2827290774213771,0.4820377825952307,0.6747466304461394,0.1085597240189737,0.0068958311566189,0.0392853411346776,0.9691777243757184,1693.6101265822786
삼영전자,2150.9517923362177,0.1909272183449651,0.4912280701754385,12.706484641638225,0.6309786607799853,0.0623290347792106,0.9415011037527594,0.1532021766429468,0.0288815305371596,0.0312729948491537,0.4394775570272259,1900.2278481012659
롯데에너지머티리얼즈,9592.719406674909,0.2831067237846899,0.4800936768149882,6.456258411843876,0.4623631386861314,0.2996368487363818,0.7694457116788321,0.1635941355784584,0.0398608576642335,0.0360401459854014,0.3928489963503649,29529.02852512658
엠씨넥스,5292.558714462299,-0.2303058034012049,0.0286458333333333,1.2505050505050506,0.0943862987630827,0.7578595317725753,0.5689819219790676,0.0739126127018725,0.0454804947668886,0.0751665080875356,1.9206470028544245,5542.147913012659
명신산업,6922.540173053153,0.369221260815822,-1.510135135135135,1.4996003197442047,0.2605976372480889,1.421743520700101,0.4129256428075052,0.181998736119888,0.0785267546907574,0.0629603891591382,1.5395413481584437,10243.033394168355
포스코DX,-1727.8430160692214,-0.0984235635760215,-2.5444444444444443,1.3999072141034563,0.2664605873261205,0.8012249443207127,0.5551777434312211,0.1531116990682158,-0.0301391035548686,-0.0214837712519319,1.3435857805255025,14516.622333163292
한온시스템,40057.42398022249,0.0696368292399022,1.7374449339207048,1.262377821219122,0.0896559262542963,2.324504380829329,0.3008003692143265,0.1154882063280463,0.0395690880163231,0.0377351615919938,0.8928428288618725,48428.4982278481
현대오토에버,12273.797280593324,0.324971201843082,0.1743421052631578,2.0392292764069864,0.3195515962661438,0.7052623927896496,0.586420016197093,0.1107032457496136,0.0409615958399045,0.0304334853586803,0.882485827543583,32470.34182701266
아시아나항공,-29417.25710754017,0.1190273587581547,0.0274353876739562,0.4896264768194224,-0.2043920597430194,24.10592976396085,0.0398312274989107,0.08631933082932,0.0071239117307589,-0.0395025491679852,0.3317128727250491,10079.308914065823
레드캡투어,1534.433868974042,-0.0026143790849673,0.09009009009009,0.3094447081158044,-0.297120686134368,1.7495788882650196,0.3636920563610373,0.9711664482306684,0.0418623647130896,0.0247090055135797,0.4674290381866449,1583.9218575189875
제주항공,-30910.13967861558,-0.2755968169761273,-0.1115823817292006,0.7999180831456072,-0.0771234606883485,5.881042911461162,0.1453268077044521,-0.8315635298425486,-0.250394695295232,-0.2149510577833912,0.2155825702557625,11646.8094248519
진에어,-21052.749072929542,-0.0905077262693156,-0.2983193277310924,0.7012490440989039,-0.194813829787234,2.4829183555298204,0.2870678191489361,-0.0368122977346278,-0.3080119680851064,-0.2220744680851064,0.4109042553191489,8491.486329113923
한화시스템,16593.201483312732,0.271836386876864,0.0459401709401709,1.4376274328081555,0.1818812110006933,0.7386820251808197,0.5751482936599646,0.12122517348648,0.02878566109442,0.0251393061654212,0.536553424235421,25615.55604066329
아스트,-3085.1199011124854,0.4899082568807339,-0.1061007957559681,0.9489795918367347,-0.0236966824644549,2.3376891334250343,0.2996084895940655,-0.0258620689655172,-0.0284360189573459,-0.0694415825262724,0.1673191840098908,1757.8117069658229
켄코아에어로스페이스,-1979.6489493201484,0.7310126582278481,1.10752688172043,0.8518518518518519,-0.0825515947467167,3.1640625,0.2401500938086304,-0.1078610603290676,-0.1294559099437148,-0.1838649155722326,0.5131332082551595,2135.6004190594936
쎄트렉아이,-1766.4870210135969,-0.1771300448430493,-2.0588235294117645,3.066455696202532,0.5675793133420252,0.9491955969517358,0.5132551064754455,0.0912806539509536,0.0056497175141242,-0.0547588005215123,0.3189917427205563,3544.249287626583
인텔리안테크,1005.2410383189122,0.2534059945504087,9.0,1.5909428359317002,0.304397705544933,0.6141975308641975,0.6195028680688337,0.7391304347826086,0.0084130019120458,0.022944550669216,0.5277246653919694,7175.1761774153165
제노코,1143.8714462299135,0.3372434017595307,2.411764705882353,1.4698795180722892,0.1854199683042789,1.0224358974358974,0.4944532488114104,0.1622807017543859,0.0681458003169572,0.0919175911251981,0.722662440570523,1756.1815663101268
효성,58194.38813349814,0.3621831908173484,447.5,1.221176018447348,0.0657038474711725,0.7577764398956452,0.5689005594245918,0.2643574155238229,0.1214179700879095,0.1024089507934695,0.6729268942421128,14162.662740189873
